AgencyID,AgencyName,AgencyType,PhysicalCity,PhysicalZIPCode,Countyname,JurisdictionName,ReportingYear,ReportingType,AgencyStatus,ReportStatus,TotalNumberOfFacilities,DisposalTons,NumberOfEmployees,EmployeeDisposalRate,EmployeeDisposalRateTarget,NonEmployeePopulationType,NonEmployeeDisposalRate,NonEmployeeDisposalRateTarget,Comments
172,"California Parks and Recreation, Russian River District",Park,Duncans Mills,95430,Sonoma,Sonoma-Unincorporated,2012,Full,Active,Submitted,7,108.52,91,6.53,25,Visitors,0,0,
172,"California Parks and Recreation, Russian River District",Park,Duncans Mills,95430,Sonoma,Sonoma-Unincorporated,2013,Full,Active,Submitted,7,241.37,87,15.2,25,Visitors,0,0,
172,"California Parks and Recreation, Russian River District",Park,Duncans Mills,95430,Sonoma,Sonoma-Unincorporated,2014,Full,Active,Submitted,7,206.98,87,13.04,25,Visitors,0,0,
173,"California Parks and Recreation, San Diego Coast District",Park,San Diego,92110,San Diego,San Diego,2011,Full,Active,Submitted,12,900,230,21.44,33.299999999999997,Visitors,0,0,
173,"California Parks and Recreation, San Diego Coast District",Park,San Diego,92110,San Diego,San Diego,2012,Full,Active,Submitted,12,1107.53,240,25.29,33.299999999999997,Visitors,0,0,
173,"California Parks and Recreation, San Diego Coast District",Park,San Diego,92110,San Diego,San Diego,2013,Full,Active,Submitted,12,1231.1300000000001,280,24.09,33.299999999999997,Visitors,0,0,
173,"California Parks and Recreation, San Diego Coast District",Park,San Diego,92110,San Diego,San Diego,2014,Full,Active,Submitted,12,189.94,241,4.32,33.299999999999997,Visitors,0,0,
175,"California Parks and Recreation, San Luis Obispo Coast District",Park,San Simeon,93452,San Luis Obispo,San Luis Obispo-Unincorporated,2011,Full,Active,Submitted,17,790,161,26.89,79.900000000000006,Visitors,0,0,
175,"California Parks and Recreation, San Luis Obispo Coast District",Park,San Simeon,93452,San Luis Obispo,San Luis Obispo-Unincorporated,2012,Full,Active,Submitted,17,744.5,161,25.34,79.900000000000006,Visitors,0,0,
175,"California Parks and Recreation, San Luis Obispo Coast District",Park,San Simeon,93452,San Luis Obispo,San Luis Obispo-Unincorporated,2013,Full,Active,Submitted,17,606,161,20.62,79.900000000000006,Visitors,0,0,
175,"California Parks and Recreation, San Luis Obispo Coast District",Park,San Simeon,93452,San Luis Obispo,San Luis Obispo-Unincorporated,2014,Full,Active,Submitted,17,697.03,161,23.72,79.900000000000006,Visitors,0,0,
177,"California Parks and Recreation, Santa Cruz District",Park,Felton,95018,Santa Cruz,Santa Cruz-Unincorporated,2011,Full,Active,Submitted,32,1715,320,29.37,34,Visitors,0,0,
177,"California Parks and Recreation, Santa Cruz District",Park,Felton,95018,Santa Cruz,Santa Cruz-Unincorporated,2012,Full,Active,Submitted,32,1423.64,321,24.3,34,Visitors,0,0,
177,"California Parks and Recreation, Santa Cruz District",Park,Felton,95018,Santa Cruz,Santa Cruz-Unincorporated,2013,Full,Active,Submitted,32,791.12,560,7.74,34,Visitors,0,0,
177,"California Parks and Recreation, Santa Cruz District",Park,Felton,95018,Santa Cruz,Santa Cruz-Unincorporated,2014,Full,Active,Submitted,32,758.47,505,8.23,34,Visitors,0,0,
178,"California Parks and Recreation, Sierra District",Park,Tahoma,96142,El Dorado,El Dorado-Unincorporated,2011,Full,Active,Submitted,18,547.1,203,14.77,49.1,Visitors,0,0,
178,"California Parks and Recreation, Sierra District",Park,Tahoma,96142,El Dorado,El Dorado-Unincorporated,2012,Full,Active,Submitted,18,543.05999999999995,168,17.71,49.1,Visitors,0,0,
178,"California Parks and Recreation, Sierra District",Park,Tahoma,96142,El Dorado,El Dorado-Unincorporated,2013,Full,Active,Submitted,18,555.89,201,15.15,49.1,Visitors,0,0,
178,"California Parks and Recreation, Sierra District",Park,Tahoma,96142,El Dorado,El Dorado-Unincorporated,2014,Full,Active,Submitted,18,555.04,226,13.46,49.1,Visitors,0,0,
180,"California Parks and Recreation, Tehachapi District",Park,Lancaster,93536,Los Angeles,Hesperia,2011,Full,Active,Submitted,12,185,54,18.77,65.3,Visitors,0,0,
180,"California Parks and Recreation, Tehachapi District",Park,Lancaster,93536,Los Angeles,Hesperia,2012,Full,Active,Submitted,12,192,55,19.13,65.3,Visitors,0,0,
180,"California Parks and Recreation, Tehachapi District",Park,Lancaster,93536,Los Angeles,Hesperia,2013,Full,Active,Submitted,12,180,50,19.73,65.3,Visitors,0,0,
180,"California Parks and Recreation, Tehachapi District",Park,Lancaster,93536,Los Angeles,Hesperia,2014,Full,Active,Submitted,12,165,52,17.39,65.3,Visitors,0,0,
185,California Rehabilitation Center,General State Agency,Norco,92860-0991,Riverside,Norco,2011,Full,Active,Submitted,,715.27,1206,3.25,8,Inmates,0.59,1.9,
185,California Rehabilitation Center,Correctional,Norco,92860-0991,Riverside,Norco,2011,Full,Active,Submitted,,715.27,1206,3.25,8,Inmates,0.59,1.9,
185,California Rehabilitation Center,General State Agency,Norco,92860-0991,Riverside,Norco,2012,Full,Active,Submitted,,456.04,1153,2.17,8,Inmates,0,1.9,
185,California Rehabilitation Center,Correctional,Norco,92860-0991,Riverside,Norco,2012,Full,Active,Submitted,,456.04,1153,2.17,8,Inmates,0,1.9,
185,California Rehabilitation Center,General State Agency,Norco,92860-0991,Riverside,Norco,2013,Full,Active,Submitted,,2028,1135,9.789999999999999,8,Inmates,2.21,1.9,
185,California Rehabilitation Center,Correctional,Norco,92860-0991,Riverside,Norco,2013,Full,Active,Submitted,,2028,1135,9.789999999999999,8,Inmates,2.21,1.9,
185,California Rehabilitation Center,General State Agency,Norco,92860-0991,Riverside,Norco,2014,Full,Active,Submitted,,1512,1200,6.9,8,Inmates,2.44,1.9,
185,California Rehabilitation Center,Correctional,Norco,92860-0991,Riverside,Norco,2014,Full,Active,Submitted,,1512,1200,6.9,8,Inmates,2.44,1.9,
186,California School for the Blind,General State Agency,Fremont,94536,Alameda,Fremont,2011,Modified,Active,Submitted,1,,121,,0,Residents,0,0,
186,California School for the Blind,General State Agency,Fremont,94536,Alameda,Fremont,2012,Modified,Active,Submitted,,0,150,0,0,Residents,0,0,
186,California School for the Blind,General State Agency,Fremont,94536,Alameda,Fremont,2013,Modified,Active,Submitted,,0,150,0,0,Residents,0,0,
186,California School for the Blind,General State Agency,Fremont,94536,Alameda,Fremont,2014,Modified,Active,Submitted,,0,145,0,0,Residents,0,0,
187,California School for the Deaf - Fremont,General State Agency,Fremont,94538,Alameda,Fremont,2011,Full,Active,Submitted,,392.29,433,4.96,6.1,Students,5.05,5.6,
187,California School for the Deaf - Fremont,General State Agency,Fremont,94538,Alameda,Fremont,2012,Full,Active,Submitted,,401.41,403,5.46,6.1,Students,4.98,5.6,
187,California School for the Deaf - Fremont,General State Agency,Fremont,94538,Alameda,Fremont,2013,Full,Active,Submitted,,406.52,396,5.63,6.1,Students,4.94,5.6,
187,California School for the Deaf - Fremont,General State Agency,Fremont,94538,Alameda,Fremont,2014,Full,Active,Submitted,,237.5,398,3.27,6.1,Students,2.9,5.6,
188,"California School for the Deaf, Riverside",General State Agency,Riverside,92506,Riverside,Riverside,2011,Full,Active,Submitted,,187.2,393,2.61,3.8,Students,2.45,4,
188,"California School for the Deaf, Riverside",General State Agency,Riverside,92506,Riverside,Riverside,2012,Full,Active,Submitted,,202.8,342,3.25,3.8,Students,2.68,4,
188,"California School for the Deaf, Riverside",General State Agency,Riverside,92506,Riverside,Riverside,2013,Full,Active,Submitted,,212.1,344,3.38,3.8,Students,2.88,4,
188,"California School for the Deaf, Riverside",General State Agency,Riverside,92506,Riverside,Riverside,2014,Full,Active,Submitted,,212.1,350,3.32,3.8,Students,2.96,4,
190,California Science Center,General State Agency,Los Angeles,90037,Los Angeles,Los Angeles,2011,Full,Active,Submitted,2,650.44000000000005,350,10.18,60.3,Visitors,0,0,
190,California Science Center,General State Agency,Los Angeles,90037,Los Angeles,Los Angeles,2012,Full,Active,Submitted,2,953.22,349,14.97,60.3,Visitors,0,0,
190,California Science Center,General State Agency,Los Angeles,90037,Los Angeles,Los Angeles,2013,Full,Active,Submitted,2,418.02,293,7.82,60.3,Visitors,0,0,
190,California Science Center,General State Agency,Los Angeles,90037,Los Angeles,Los Angeles,2014,Full,Active,Submitted,2,209.03,285,4.02,60.3,Visitors,0,0,
194,California State Prison - Corcoran,Correctional,Corcoran,93212,Kings,Kings Waste and Recycling Authority,2011,Full,Active,Submitted,1,4752,2175,11.97,30.1,Inmates,5.67,11.6,
194,California State Prison - Corcoran,Correctional,Corcoran,93212,Kings,Kings Waste and Recycling Authority,2012,Full,Active,Submitted,1,3923,2175,9.880000000000001,30.1,Inmates,4.84,11.6,
194,California State Prison - Corcoran,Correctional,Corcoran,93212,Kings,Kings Waste and Recycling Authority,2013,Full,Active,Submitted,1,1731,2283,4.15,30.1,Inmates,3.79,11.6,
194,California State Prison - Corcoran,Correctional,Corcoran,93212,Kings,Kings Waste and Recycling Authority,2014,Full,Active,Submitted,1,1701,1988,4.69,30.1,Inmates,2.18,11.6,
195,California State Prison - Sacramento,Correctional,Represa,95671,Sacramento,Folsom,2011,Full,Active,Submitted,,1973,1775,6.09,6.7,Inmates,3.81,2.9,
195,California State Prison - Sacramento,Correctional,Represa,95671,Sacramento,Folsom,2012,Full,Active,Submitted,,1141,1701,3.68,6.7,Inmates,2.16,2.9,
195,California State Prison - Sacramento,Correctional,Represa,95671,Sacramento,Folsom,2013,Full,Active,Submitted,,1143,1649,3.8,6.7,Inmates,2.5,2.9,
195,California State Prison - Sacramento,Correctional,Represa,95671,Sacramento,Folsom,2014,Full,Active,Submitted,,1081.5999999999999,1850,3.2,6.7,Inmates,2.28,2.9,
196,"California State Prison, Los Angeles County",Correctional,Lancaster,93536,Los Angeles,Lancaster,2011,Full,Active,Submitted,,1380,1599,4.73,5.9,Inmates,1.92,2,
196,"California State Prison, Los Angeles County",Correctional,Lancaster,93536,Los Angeles,Lancaster,2012,Full,Active,Submitted,,1420.33,1472,5.29,5.9,Inmates,2.02,2,
196,"California State Prison, Los Angeles County",Correctional,Lancaster,93536,Los Angeles,Lancaster,2013,Full,Active,Submitted,,1348.44,1472,5.02,5.9,Inmates,2.05,2,
196,"California State Prison, Los Angeles County",Correctional,Lancaster,93536,Los Angeles,Lancaster,2014,Full,Active,Submitted,,1252.55,1361,5.04,5.9,Inmates,1.95,2,
197,California State Prison- Solano,Correctional,Vacaville,95696,Solano,Vacaville,2011,Full,Active,Submitted,,844.71,1219,3.8,9.699999999999999,Inmates,1.07,2.6,
197,California State Prison- Solano,Correctional,Vacaville,95696,Solano,Vacaville,2012,Full,Active,Submitted,,1545.69,1325,6.39,9.699999999999999,Inmates,2.05,2.6,
197,California State Prison- Solano,Correctional,Vacaville,95696,Solano,Vacaville,2013,Full,Active,Submitted,,1339.86,1256,5.85,9.699999999999999,Inmates,1.82,2.6,
197,California State Prison- Solano,Correctional,Vacaville,95696,Solano,Vacaville,2014,Full,Active,Submitted,,1395.62,1290,5.93,9.699999999999999,Inmates,1.99,2.6,
200,California State University Bakersfield,California State University,Bakersfield,93311,Kern,Bakersfield,2011,Full,Active,Submitted,1,302.16000000000003,998,1.66,4.3,Students,0.19,0.5,
200,California State University Bakersfield,California State University,Bakersfield,93311,Kern,Bakersfield,2012,Full,Active,Submitted,1,74.37,998,0.41,4.3,Students,0.05,0.5,
200,California State University Bakersfield,California State University,Bakersfield,93311,Kern,Bakersfield,2013,Full,Active,Submitted,1,79.5,1018,0.43,4.3,Students,0.06,0.5,
200,California State University Bakersfield,California State University,Bakersfield,93311,Kern,Bakersfield,2014,Full,Active,Submitted,1,610,1015,3.29,4.3,Students,0.38,0.5,
202,California State University Channel Islands,California State University,Camarillo,93012,Ventura,Camarillo,2011,Full,Active,Submitted,1,377,599,3.45,5,Students,0.49,1.6,
202,California State University Channel Islands,California State University,Camarillo,93012,Ventura,Camarillo,2012,Full,Active,Submitted,1,397,750,2.9,5,Students,0.48,1.6,
202,California State University Channel Islands,California State University,Camarillo,93012,Ventura,Camarillo,2013,Full,Active,Submitted,1,523,750,3.82,5,Students,0.56,1.6,
202,California State University Channel Islands,California State University,Camarillo,93012,Ventura,Camarillo,2014,Full,Active,Submitted,1,613.15,894,3.76,5,Students,0.66,1.6,
203,California State University Chico,California State University,Chico,95929-0925,Butte,Chico,2011,Full,Active,Submitted,1,1322.48,1834,3.95,14.2,Students,0.46,1.2,
203,California State University Chico,California State University,Chico,95929-0925,Butte,Chico,2012,Full,Active,Submitted,1,1171,1793,3.58,14.2,Students,0.42,1.2,
210,California State University Maritime Academy,California State University,Vallejo,94590,Solano,Vallejo,2011,Full,Active,Submitted,1,200.3,267,4.11,11.6,Students,1.3,2.8,
203,California State University Chico,California State University,Chico,95929-0925,Butte,Chico,2013,Full,Active,Submitted,1,1924.53,1847,5.71,14.2,Students,0.69,1.2,
203,California State University Chico,California State University,Chico,95929-0925,Butte,Chico,2014,Full,Active,Submitted,1,1031.83,1908,2.96,14.2,Students,0.35,1.2,
204,California State University Dominguez Hills,California State University,Carson,90747,Los Angeles,Carson,2011,Full,Active,Submitted,,708,1296,2.99,2.9,Students,0.39,0.3,
204,California State University Dominguez Hills,California State University,Carson,90747,Los Angeles,Carson,2012,Full,Active,Submitted,,708,1290,3.01,2.9,Students,0.38,0.3,
204,California State University Dominguez Hills,California State University,Carson,90747,Los Angeles,Carson,2013,Full,Active,Submitted,,708,1306,2.97,2.9,Students,0.39,0.3,
204,California State University Dominguez Hills,California State University,Carson,90747,Los Angeles,Carson,2014,Full,Active,Submitted,,676.67,1306,2.84,2.9,Students,0.36,0.3,
205,California State University Fresno,California State University,Fresno,93740,Fresno,Fresno,2011,Full,Active,Submitted,,1446.09,2034,3.9,15.3,Students,0.36,1.7,
205,California State University Fresno,California State University,Fresno,93740,Fresno,Fresno,2012,Full,Active,Submitted,,1379,2099,3.6,15.3,Students,0.33,1.7,
205,California State University Fresno,California State University,Fresno,93740,Fresno,Fresno,2013,Full,Active,Submitted,,651,2500,1.43,15.3,Students,0.15,1.7,
205,California State University Fresno,California State University,Fresno,93740,Fresno,Fresno,2014,Full,Active,Submitted,,471,2550,1.01,15.3,Students,0.11,1.7,
206,California State University Fullerton,California State University,Fullerton,92834,Orange,Fullerton,2011,Full,Active,Submitted,1,5408.5,3790,7.82,6.8,Students,0.82,0.8,
206,California State University Fullerton,California State University,Fullerton,92834,Orange,Fullerton,2012,Full,Active,Submitted,1,5034.26,3745,7.37,6.8,Students,0.73,0.8,
206,California State University Fullerton,California State University,Fullerton,92834,Orange,Fullerton,2013,Full,Active,Submitted,1,5708.12,3901,8.02,6.8,Students,0.82,0.8,
206,California State University Fullerton,California State University,Fullerton,92834,Orange,Fullerton,2014,Full,Active,Submitted,1,2228.33,4071,3,6.8,Students,0.32,0.8,
207,California State University Hayward,California State University,Hayward,94542,Alameda,Hayward,2011,Full,Active,Submitted,1,810.89,2934,1.51,2.2,Students,0.34,0.3,
207,California State University Hayward,California State University,Hayward,94542,Alameda,Hayward,2012,Full,Active,Submitted,1,666.08,2887,1.26,2.2,Students,0.26,0.3,
207,California State University Hayward,California State University,Hayward,94542,Alameda,Hayward,2013,Full,Active,Submitted,1,717.84,2854,1.38,2.2,Students,0.27,0.3,
207,California State University Hayward,California State University,Hayward,94542,Alameda,Hayward,2014,Full,Active,Submitted,1,760.02,2917,1.43,2.2,Students,0.28,0.3,
208,California State University Long Beach,California State University,Long Beach,90840-5701,Los Angeles,Long Beach,2011,Full,Active,Submitted,1,1162,6412,0.99,4.6,Students,0.18,0.5,
208,California State University Long Beach,California State University,Long Beach,90840-5701,Los Angeles,Long Beach,2012,Full,Active,Submitted,1,1511,4198,1.97,4.6,Students,0.23,0.5,
208,California State University Long Beach,California State University,Long Beach,90840-5701,Los Angeles,Long Beach,2013,Full,Active,Submitted,1,1239,4262,1.59,4.6,Students,0.19,0.5,
208,California State University Long Beach,California State University,Long Beach,90840-5701,Los Angeles,Long Beach,2014,Full,Active,Submitted,1,2832,4456,3.48,4.6,Students,0.42,0.5,
209,California State University Los Angeles,California State University,Los Angeles,90032,Los Angeles,Los Angeles,2011,Full,Active,Submitted,2,359.41,2410,0.82,5.1,Students,0.09,0.6,
209,California State University Los Angeles,California State University,Los Angeles,90032,Los Angeles,Los Angeles,2012,Full,Active,Submitted,4,832.57,2381,1.92,5.1,Students,0.2,0.6,
209,California State University Los Angeles,California State University,Los Angeles,90032,Los Angeles,Los Angeles,2013,Full,Active,Submitted,4,902.8,2610,1.9,5.1,Students,0.21,0.6,
209,California State University Los Angeles,California State University,Los Angeles,90032,Los Angeles,Los Angeles,2014,Full,Active,Submitted,4,717.94,2747,1.43,5.1,Students,0.11,0.6,
210,California State University Maritime Academy,California State University,Vallejo,94590,Solano,Vallejo,2012,Full,Active,Submitted,1,218.2,271,4.41,11.6,Students,1.26,2.8,
210,California State University Maritime Academy,California State University,Vallejo,94590,Solano,Vallejo,2013,Full,Active,Submitted,1,256,286,4.9,11.6,Students,1.34,2.8,
210,California State University Maritime Academy,California State University,Vallejo,94590,Solano,Vallejo,2014,Full,Active,Submitted,1,234,301,4.26,11.6,Students,1.22,2.8,
211,California State University Monterey Bay,California State University,Seaside,93955,Monterey,Seaside,2011,Full,Active,Submitted,1,2926,950,16.88,90.5,Students,2.74,6.3,
211,California State University Monterey Bay,California State University,Seaside,93955,Monterey,Seaside,2012,Full,Active,Submitted,1,1352.89,1445,5.13,90.5,Students,1.11,6.3,
211,California State University Monterey Bay,California State University,Seaside,93955,Monterey,Seaside,2013,Full,Active,Submitted,1,2677.78,1523,9.630000000000001,90.5,Students,2.12,6.3,
211,California State University Monterey Bay,California State University,Seaside,93955,Monterey,Seaside,2014,Full,Active,Submitted,1,1136.93,1265,4.92,90.5,Students,0.79,6.3,
212,California State University Northridge,California State University,Northridge,91330,Los Angeles,Los Angeles Area Integrated Waste Management Authority,2011,Full,Active,Submitted,1,1429.56,4197,1.87,2.6,Students,0.21,0.3,
212,California State University Northridge,California State University,Northridge,91330,Los Angeles,Los Angeles Area Integrated Waste Management Authority,2012,Full,Active,Submitted,1,1255.01,3603,1.91,2.6,Students,0.19,0.3,
212,California State University Northridge,California State University,Northridge,91330,Los Angeles,Los Angeles Area Integrated Waste Management Authority,2013,Full,Active,Submitted,1,3938.42,3708,5.82,2.6,Students,0.56,0.3,
212,California State University Northridge,California State University,Northridge,91330,Los Angeles,Los Angeles Area Integrated Waste Management Authority,2014,Full,Active,Submitted,,3286.66,3905,4.61,2.6,Students,0.45,0.3,
213,California State University Pomona,California State University,Pomona,91768,Los Angeles,Pomona,2011,Full,Active,Submitted,1,1639.33,1867,4.81,7.8,Students,0.41,1,
213,California State University Pomona,California State University,Pomona,91768,Los Angeles,Pomona,2012,Full,Active,Submitted,1,2602.61,2079,6.86,7.8,Students,0.74,1,
213,California State University Pomona,California State University,Pomona,91768,Los Angeles,Pomona,2013,Full,Active,Submitted,1,2938.4,2618,6.15,7.8,Students,0.73,1,
213,California State University Pomona,California State University,Pomona,91768,Los Angeles,Pomona,2014,Full,Active,Submitted,1,3263.98,2629,6.8,7.8,Students,0.81,1,
214,California State University Sacramento,California State University,Sacramento,95819,Sacramento,Sacramento,2011,Full,Active,Submitted,1,1122.3699999999999,2695,2.28,5.6,Students,0.26,0.6,
214,California State University Sacramento,California State University,Sacramento,95819,Sacramento,Sacramento,2012,Full,Active,Submitted,1,1228.08,2854,2.36,5.6,Students,0.29,0.6,
214,California State University Sacramento,California State University,Sacramento,95819,Sacramento,Sacramento,2013,Full,Active,Submitted,1,1131.21,3584,1.73,5.6,Students,0.22,0.6,
214,California State University Sacramento,California State University,Sacramento,95819,Sacramento,Sacramento,2014,Full,Active,Submitted,1,1148.28,3133,2.01,5.6,Students,0.21,0.6,
215,California State University San Bernardino,California State University,San Bernardino,92407,San Bernardino,San Bernardino-Unincorporated,2011,Full,Active,Submitted,,1014.9,1412,3.94,9.199999999999999,Students,0.41,1,
215,California State University San Bernardino,California State University,San Bernardino,92407,San Bernardino,San Bernardino-Unincorporated,2012,Full,Active,Submitted,,1261.5,1412,4.9,9.199999999999999,Students,0.43,1,
215,California State University San Bernardino,California State University,San Bernardino,92407,San Bernardino,San Bernardino-Unincorporated,2013,Full,Active,Submitted,,1040.57,1490,3.83,9.199999999999999,Students,0.38,1,
215,California State University San Bernardino,California State University,San Bernardino,92407,San Bernardino,San Bernardino-Unincorporated,2014,Full,Active,Submitted,,1051.3399999999999,1490,3.87,9.199999999999999,Students,0.38,1,
216,California State University San Bernardino Palm Desert Campus,General State Agency,Palm Desert,92211,Riverside,Palm Desert,2011,Full,Active,Submitted,,62.4,50,6.84,6.1,Students,0.71,0.8,
216,California State University San Bernardino Palm Desert Campus,California State University,Palm Desert,92211,Riverside,Palm Desert,2011,Full,Active,Submitted,,62.4,50,6.84,6.1,Students,0.71,0.8,
216,California State University San Bernardino Palm Desert Campus,General State Agency,Palm Desert,92211,Riverside,Palm Desert,2012,Full,Active,Submitted,,62.4,50,6.84,6.1,Students,0.68,0.8,
216,California State University San Bernardino Palm Desert Campus,California State University,Palm Desert,92211,Riverside,Palm Desert,2012,Full,Active,Submitted,,62.4,50,6.84,6.1,Students,0.68,0.8,
216,California State University San Bernardino Palm Desert Campus,General State Agency,Palm Desert,92211,Riverside,Palm Desert,2013,Full,Active,Submitted,,53.23,49,5.95,6.1,Students,0.59,0.8,
216,California State University San Bernardino Palm Desert Campus,California State University,Palm Desert,92211,Riverside,Palm Desert,2013,Full,Active,Submitted,,53.23,49,5.95,6.1,Students,0.59,0.8,
216,California State University San Bernardino Palm Desert Campus,General State Agency,Palm Desert,92211,Riverside,Palm Desert,2014,Full,Active,Submitted,,53,49,5.93,6.1,Students,0.48,0.8,
216,California State University San Bernardino Palm Desert Campus,California State University,Palm Desert,92211,Riverside,Palm Desert,2014,Full,Active,Submitted,,53,49,5.93,6.1,Students,0.48,0.8,
217,California State University San Luis Obispo,California State University,San Luis Obispo,93407,San Luis Obispo,San Luis Obispo-Unincorporated,2011,Full,Active,Submitted,1,2770.52,2455,6.18,10,Students,0.81,1.4,
217,California State University San Luis Obispo,California State University,San Luis Obispo,93407,San Luis Obispo,San Luis Obispo-Unincorporated,2012,Full,Active,Submitted,1,2755.94,2655,5.69,10,Students,0.81,1.4,
217,California State University San Luis Obispo,California State University,San Luis Obispo,93407,San Luis Obispo,San Luis Obispo-Unincorporated,2013,Full,Active,Submitted,1,2062.27,2241,5.04,10,Students,0.6,1.4,
217,California State University San Luis Obispo,California State University,San Luis Obispo,93407,San Luis Obispo,San Luis Obispo-Unincorporated,2014,Full,Active,Submitted,1,2592.56,2930,4.85,10,Students,0,1.4,
218,California State University San Marcos,California State University,San Marcos,92096-0001,San Diego,San Marcos,2011,Full,Active,Submitted,4,647.1,1151,3.08,6.3,Students,0.35,1,
218,California State University San Marcos,California State University,San Marcos,92096-0001,San Diego,San Marcos,2012,Full,Active,Submitted,4,625.29999999999995,1192,2.87,6.3,Students,0.32,1,
218,California State University San Marcos,California State University,San Marcos,92096-0001,San Diego,San Marcos,2013,Full,Active,Submitted,4,573.1,1228,2.56,6.3,Students,0.28,1,
218,California State University San Marcos,California State University,San Marcos,92096-0001,San Diego,San Marcos,2014,Full,Active,Submitted,3,525,1344,2.14,6.3,Students,0.24,1,
219,California State University Stanislaus,California State University,Turlock,95382,Stanislaus,Turlock,2011,Full,Active,Submitted,1,375.28,935,2.2,4.4,Students,0.22,0.5,
219,California State University Stanislaus,California State University,Turlock,95382,Stanislaus,Turlock,2012,Full,Active,Submitted,1,349.6,916,2.09,4.4,Students,0.19,0.5,
219,California State University Stanislaus,California State University,Turlock,95382,Stanislaus,Turlock,2013,Full,Active,Submitted,1,397.2,956,2.28,4.4,Students,0.21,0.5,
219,California State University Stanislaus,California State University,Turlock,95382,Stanislaus,Turlock,2014,Full,Active,Submitted,1,452.73,1020,2.43,4.4,Students,0.26,0.5,
221,"California Substance Abuse Treatment Fac. & State Prison, Corcoran",Correctional,Corcoran,93212,Kings,Corcoran,2011,Full,Active,Submitted,,1980,1995,5.44,6.8,Inmates,1.64,1.7,
221,"California Substance Abuse Treatment Fac. & State Prison, Corcoran",Correctional,Corcoran,93212,Kings,Corcoran,2012,Full,Active,Submitted,,1827,1850,5.41,6.8,Inmates,1.81,1.7,
221,"California Substance Abuse Treatment Fac. & State Prison, Corcoran",Correctional,Corcoran,93212,Kings,Corcoran,2013,Full,Active,Submitted,,1792,1850,5.31,6.8,Inmates,1.77,1.7,
221,"California Substance Abuse Treatment Fac. & State Prison, Corcoran",Correctional,Corcoran,93212,Kings,Corcoran,2014,Full,Active,Submitted,,1892.16,1831,5.66,6.8,Inmates,1.87,1.7,
227,Calipatria State Prison,Correctional,Calipatria,92233,Imperial,Calipatria,2012,Full,Active,Submitted,1,1455.5,1209,6.6,11.3,Inmates,2.09,2.4,
227,Calipatria State Prison,Correctional,Calipatria,92233,Imperial,Calipatria,2013,Full,Active,Submitted,1,1342.84,1209,6.09,11.3,Inmates,2.07,2.4,
227,Calipatria State Prison,Correctional,Calipatria,92233,Imperial,Calipatria,2014,Full,Active,Submitted,1,829.86,1150,3.95,11.3,Inmates,1.17,2.4,
229,Canada College,Community College,Redwood City,94061,San Mateo,Redwood City,2011,Full,Active,Submitted,1,164,150,5.99,7.2,Students,0.14,0.2,
231,Centinela State Prison,Correctional,Imperial,92251,Imperial,Imperial,2011,Full,Active,Submitted,,1525,1250,6.68,6.9,Inmates,2.18,1.7,
231,Centinela State Prison,Correctional,Imperial,92251,Imperial,Imperial,2012,Full,Active,Submitted,,1205,1245,5.3,6.9,Inmates,0,1.7,
231,Centinela State Prison,Correctional,Imperial,92251,Imperial,Imperial,2013,Full,Active,Submitted,,1214.73,1137,5.85,6.9,Inmates,2.35,1.7,
231,Centinela State Prison,Correctional,Imperial,92251,Imperial,Imperial,2014,Full,Active,Submitted,,1225.8800000000001,1038,6.47,6.9,Inmates,2.04,1.7,
232,Central California's Women's Facility,Correctional,Chowchilla,93610,Madera,Chowchilla,2011,Full,Active,Submitted,,2002,1225,8.949999999999999,12.4,Inmates,0.71,3.5,
232,Central California's Women's Facility,Correctional,Chowchilla,93610,Madera,Chowchilla,2012,Full,Active,Submitted,,1491,1093,7.47,12.4,Inmates,2.06,3.5,
232,Central California's Women's Facility,Correctional,Chowchilla,93610,Madera,Chowchilla,2013,Full,Active,Submitted,,1428.56,1092,7.17,12.4,Inmates,0.24,3.5,
232,Central California's Women's Facility,Correctional,Chowchilla,93610,Madera,Chowchilla,2014,Full,Active,Submitted,,1137.4100000000001,1180,5.28,12.4,Inmates,0.3,3.5,
233,Cerritos Community College,Community College,Norwalk,90650-6203,Los Angeles,Norwalk,2011,Full,Active,Submitted,1,338,1260,1.47,1.6,Students,0.08,0.1,
234,Cerro Coso Community College,Community College,Ridgecrest,93555,Kern,Ridgecrest,2011,Full,Active,Submitted,4,174.96,189,5.07,6.2,Students,0.38,0.3,
235,Chabot College,Community College,Hayward,94555,Alameda,Hayward,2011,Full,Active,Submitted,1,191.93,674,1.56,0.7,Students,0.07,0.1,
236,Chaffey College,Community College,Rancho Cucamonga,91737,San Bernardino,Rancho Cucamonga,2011,Full,Active,Submitted,10,546.38,2960,1.01,14.6,Students,0.12,0.8,
238,Chuckawalla Valley State Prison,Correctional,Blythe,92225,Riverside,Blythe,2011,Full,Active,Submitted,3,663.34,805,4.52,8.699999999999999,Inmates,1.15,1.6,
238,Chuckawalla Valley State Prison,Correctional,Blythe,92225,Riverside,Blythe,2012,Full,Active,Submitted,2,687.61,826,4.56,8.699999999999999,Inmates,1.39,1.6,
