AgencyID,AgencyName,AgencyType,PhysicalCity,PhysicalZIPCode,Countyname,JurisdictionName,ReportingYear,ReportingType,AgencyStatus,ReportStatus,TotalNumberOfFacilities,DisposalTons,NumberOfEmployees,EmployeeDisposalRate,EmployeeDisposalRateTarget,NonEmployeePopulationType,NonEmployeeDisposalRate,NonEmployeeDisposalRateTarget,Comments
53,9th District Agricultural Association,Fair,Eureka,95503,Humboldt,Eureka,2011,Full,Active,Submitted,1,68500,6,62557.08,838.7,Visitors,0.75,0,
227,Calipatria State Prison,Correctional,Calipatria,92233,Imperial,Calipatria,2011,Full,Active,Submitted,1,1587,1266,6.87,11.3,Inmates,1.99,2.4,
22,27th District Agricultural Association,Fair,Anderson,96007,Shasta,Anderson,2012,Full,Active,Submitted,1,27,4,36.99,187.3,Visitors,0,0,
351,Laney College,Community College,Oakland,94607,Alameda,Oakland,2013,Full,Active,Reporting requirement temporarily suspended ,,,,,5.1,Students,,0.2,
1,1-A District Agricultural Association,Fair,Daly City,94014,San Mateo,San Francisco,2011,Full,Active,Submitted,,246.7,11,122.89,4.5,Visitors,0,0,
1,1-A District Agricultural Association,Fair,Daly City,94014,San Mateo,San Francisco,2012,Full,Active,Submitted,,213.56,9,130.02000000000001,4.5,Visitors,0.01,0,
1,1-A District Agricultural Association,Fair,Daly City,94014,San Mateo,San Francisco,2013,Full,Active,Submitted,,213.56,9,130.02000000000001,4.5,Visitors,0.01,0,
1,1-A District Agricultural Association,Fair,Daly City,94014,San Mateo,San Francisco,2014,Full,Active,Not Submitted,,,,,4.5,Visitors,,0,
4,12th District Agricultural Association,Fair,Ukiah,95482,Mendocino,Ukiah,2011,Full,Active,Submitted,1,57.09,6,52.14,117.2,Visitors,0,0,
4,12th District Agricultural Association,Fair,Ukiah,95482,Mendocino,Ukiah,2012,Full,Active,Submitted,1,56.39,6,51.5,117.2,Visitors,0,0,
4,12th District Agricultural Association,Fair,Ukiah,95482,Mendocino,Ukiah,2013,Full,Active,Submitted,1,53.63,6,48.98,117.2,Visitors,0,0,
5,13th District Agricultural Association,Fair,Yuba City,95991,Sutter,Yuba City,2011,Full,Active,Submitted,1,128,14,50.1,158.1,Visitors,0.01,0,
5,13th District Agricultural Association,Fair,Yuba City,95991,Sutter,Yuba City,2012,Full,Active,Submitted,,123,7,96.28,158.1,Visitors,0.01,0,
5,13th District Agricultural Association,Fair,Yuba City,95991,Sutter,Yuba City,2013,Full,Active,Submitted,,115,4,157.53,158.1,Visitors,0.01,0,
7,15th District Agricultural Association,Fair,Bakersfield,93307-3950,Kern,Bakersfield,2011,Full,Active,Submitted,,405.75,60,37.049999999999997,88.5,Visitors,0,0,
7,15th District Agricultural Association,Fair,Bakersfield,93307-3950,Kern,Bakersfield,2012,Full,Active,Submitted,,417,60,38.08,88.5,Visitors,0,0,
7,15th District Agricultural Association,Fair,Bakersfield,93307-3950,Kern,Bakersfield,2013,Full,Active,Submitted,,409,60,37.35,88.5,Visitors,0,0,
8,16th District Agricultural Association,Fair,Paso Robles,93446,San Luis Obispo,San Luis Obispo-Unincorporated,2011,Full,Active,Submitted,1,489.56,20,134.13,239.9,Visitors,0.01,0,
8,16th District Agricultural Association,Fair,Paso Robles,93446,San Luis Obispo,San Luis Obispo-Unincorporated,2012,Full,Active,Submitted,1,487.32,29,92.08,239.9,Visitors,0.01,0,
8,16th District Agricultural Association,Fair,Paso Robles,93446,San Luis Obispo,San Luis Obispo-Unincorporated,2013,Full,Active,Submitted,1,493.24,30,90.09,239.9,Visitors,0.01,0,
9,17th District Agricultural Association,Fair,Grass Valley,95949,Nevada,Grass Valley,2011,Full,Active,Submitted,1,123.1,7,96.36,212.1,Visitors,0,0,
9,17th District Agricultural Association,Fair,Grass Valley,95949,Nevada,Grass Valley,2012,Full,Active,Submitted,1,115.6,7,90.49,212.1,Visitors,0,0,
9,17th District Agricultural Association,Fair,Grass Valley,95949,Nevada,Grass Valley,2013,Full,Active,Submitted,1,135.6,7,106.14,212.1,Visitors,0,0,
11,19th District Agricultural Association,Fair,Santa Barbara,93105,Santa Barbara,Santa Barbara,2011,Full,Active,Submitted,,94,30,17.170000000000002,145.30000000000001,Visitors,0,0,
11,19th District Agricultural Association,Fair,Santa Barbara,93105,Santa Barbara,Santa Barbara,2012,Full,Active,Submitted,,102.27,40,14.01,145.30000000000001,Visitors,0,0,
11,19th District Agricultural Association,Fair,Santa Barbara,93105,Santa Barbara,Santa Barbara,2013,Full,Active,Submitted,,81.319999999999993,85,5.24,145.30000000000001,Visitors,0.03,0,
13,20th District Agricultural Association,Fair,Auburn,95604,Placer,Auburn,2011,Full,Active,Submitted,,37,6,33.79,153.30000000000001,Visitors,0,0,
13,20th District Agricultural Association,Fair,Auburn,95604,Placer,Auburn,2012,Full,Active,Submitted,1,39.5,6,36.07,153.30000000000001,Visitors,0,0,
13,20th District Agricultural Association,Fair,Auburn,95604,Placer,Auburn,2013,Full,Active,Submitted,1,37.25,7,29.16,153.30000000000001,Visitors,0,0,
14,21-A District Agricultural Association,Fair,Madera,93637,Madera,Madera,2011,Full,Active,Submitted,,105.96,9,64.510000000000005,200.9,Visitors,0,0,
14,21-A District Agricultural Association,Fair,Madera,93637,Madera,Madera,2012,Full,Active,Submitted,,112.64,9,68.58,200.9,Visitors,0,0,
14,21-A District Agricultural Association,Fair,Madera,93637,Madera,Madera,2013,Full,Active,Submitted,,106.33,9,64.739999999999995,200.9,Visitors,0,0,
15,21st District Agricultural Association,Fair,Fresno,93702,Fresno,Fresno,2011,Full,Active,Submitted,1,600,835,3.94,291,Visitors,0,0,
15,21st District Agricultural Association,Fair,Fresno,93702,Fresno,Fresno,2012,Full,Active,Submitted,1,522,847,3.38,291,Visitors,0,0,
15,21st District Agricultural Association,Fair,Fresno,93702,Fresno,Fresno,2013,Full,Active,Submitted,1,598.64,813,4.03,291,Visitors,0,0,
16,22nd District Agricultural Association,Fair,Del Mar,92014,San Diego,Del Mar,2011,Full,Active,Submitted,1,1736,180,52.85,409.4,Visitors,0,0,
16,22nd District Agricultural Association,Fair,Del Mar,92014,San Diego,Del Mar,2012,Full,Active,Submitted,1,1886,171,60.43,409.4,Visitors,0,0,
16,22nd District Agricultural Association,Fair,Del Mar,92014,San Diego,Del Mar,2013,Full,Active,Submitted,1,1830,175,57.3,409.4,Visitors,0,0,
17,23rd District Agricultural Association,Fair,Antioch,94509,Contra Costa,Antioch,2011,Full,Active,Submitted,,95,4,130.13999999999999,293.8,Visitors,0.03,0,
17,23rd District Agricultural Association,Fair,Antioch,94509,Contra Costa,Antioch,2012,Full,Active,Submitted,,42,4,57.53,293.8,Visitors,0,0,
17,23rd District Agricultural Association,Fair,Antioch,94509,Contra Costa,Antioch,2013,Full,Active,Submitted,,60.34,6,55.11,293.8,Visitors,0.01,0,
18,24-A District Agricultural Association,Fair,Hanford,93230,Kings,Hanford,2011,Full,Active,Submitted,,217,2,594.52,484.8,Visitors,0.01,0,
18,24-A District Agricultural Association,Fair,Hanford,93230,Kings,Hanford,2012,Full,Active,Submitted,,5,2,13.7,484.8,Visitors,0,0,
18,24-A District Agricultural Association,Fair,Hanford,93230,Kings,Hanford,2013,Full,Active,Submitted,,5,5,5.48,484.8,Visitors,0,0,
19,24th District Agricultural Association,Fair,Tulare,93274,Tulare,Tulare,2011,Full,Active,Submitted,1,307,507,3.32,305.2,Visitors,0,0,
19,24th District Agricultural Association,Fair,Tulare,93274,Tulare,Tulare,2012,Full,Active,Submitted,1,310,507,3.35,305.2,Visitors,0,0,
19,24th District Agricultural Association,Fair,Tulare,93274,Tulare,Tulare,2013,Full,Active,Submitted,1,315,507,3.4,305.2,Visitors,0,0,
20,25th District Agricultural Association,Fair,Napa,94559,Napa,Napa,2011,Full,Active,Submitted,,96.88,14,37.92,389,Visitors,0,0,
20,25th District Agricultural Association,Fair,Napa,94559,Napa,Napa,2012,Full,Active,Submitted,,68.7,14,26.89,389,Visitors,0,0,
20,25th District Agricultural Association,Fair,Napa,94559,Napa,Napa,2013,Full,Active,Submitted,,90.38,14,35.369999999999997,389,Visitors,0,0,
22,27th District Agricultural Association,Fair,Anderson,96007,Shasta,Anderson,2011,Full,Active,Submitted,1,36.369999999999997,5,39.86,187.3,Visitors,0,0,
22,27th District Agricultural Association,Fair,Anderson,96007,Shasta,Anderson,2013,Full,Active,Submitted,1,20.28,4,27.78,187.3,Visitors,0,0,
23,28th District Agricultural Association,Fair,Victorville,92395,San Bernardino,Victorville,2011,Full,Active,Submitted,,301.52999999999997,25,66.09,31,Visitors,0,0,
23,28th District Agricultural Association,Fair,Victorville,92395,San Bernardino,Victorville,2012,Full,Active,Submitted,,390.11,25,85.5,31,Visitors,0,0,
23,28th District Agricultural Association,Fair,Victorville,92395,San Bernardino,Victorville,2013,Full,Active,Submitted,,104.68,12,47.8,31,Visitors,0,0,
25,2nd District Agricultural Association - San Joaquin County Fair,Fair,Stockton,95206,San Joaquin,Stockton,2011,Full,Active,Submitted,,95.1,26,20.04,181.4,Visitors,0,0,
25,2nd District Agricultural Association - San Joaquin County Fair,Fair,Stockton,95206,San Joaquin,Stockton,2012,Full,Active,Submitted,,54.51,9,33.19,181.4,Visitors,0,0,
25,2nd District Agricultural Association - San Joaquin County Fair,Fair,Stockton,95206,San Joaquin,Stockton,2013,Full,Active,Submitted,,25.6,23,6.1,181.4,Visitors,0,0,
26,30th District Agricultural Association,Fair,Red Bluff,96080,Tehama,Red Bluff,2011,Full,Active,Submitted,,97.6,8,66.849999999999994,163.80000000000001,Visitors,0,0,
26,30th District Agricultural Association,Fair,Red Bluff,96080,Tehama,Red Bluff,2012,Full,Active,Submitted,1,76.3,12,34.840000000000003,163.80000000000001,Visitors,0,0,
384,Mule Creek State Prison,Correctional,Ione,95640,Amador,Ione,2013,Full,Active,Submitted,,1701,1174,7.94,9,Inmates,3.21,2.5,
26,30th District Agricultural Association,Fair,Red Bluff,96080,Tehama,Red Bluff,2013,Full,Active,Submitted,1,76.3,6,69.680000000000007,163.80000000000001,Visitors,0,0,
27,31st District Agricultural Association,Fair,Ventura,93001,Ventura,San Buenaventura,2011,Full,Active,Submitted,,350.08,50,38.36,65.2,Visitors,0,0,
27,31st District Agricultural Association,Fair,Ventura,93001,Ventura,San Buenaventura,2012,Full,Active,Submitted,,325.3,54,33.01,65.2,Visitors,0,0,
27,31st District Agricultural Association,Fair,Ventura,93001,Ventura,San Buenaventura,2013,Full,Active,Submitted,,380,50,41.64,65.2,Visitors,0,0,
28,32nd District Agricultural Association,Fair,Costa Mesa,92626,Orange,Costa Mesa,2011,Full,Active,Submitted,,2381.98,97,134.56,156.80000000000001,Visitors,0.01,0,
28,32nd District Agricultural Association,Fair,Costa Mesa,92626,Orange,Costa Mesa,2012,Full,Active,Submitted,,1706.34,88,106.25,156.80000000000001,Visitors,0,0,
28,32nd District Agricultural Association,Fair,Costa Mesa,92626,Orange,Costa Mesa,2013,Full,Active,Submitted,,2266.86,94,132.13999999999999,156.80000000000001,Visitors,0.01,0,
29,33rd District Agricultural Association,Fair,Tres Pinos,95075,San Benito,Hollister,2011,Full,Active,Submitted,1,51.65,5,56.6,90.4,Visitors,0,0,
29,33rd District Agricultural Association,Fair,Tres Pinos,95075,San Benito,Hollister,2012,Full,Active,Submitted,,43,4,58.9,90.4,Visitors,0,0,
29,33rd District Agricultural Association,Fair,Tres Pinos,95075,San Benito,Hollister,2013,Full,Active,Submitted,,44,4,60.27,90.4,Visitors,0,0,
32,35th District Agricultural Association,Fair,Merced,95341,Merced,Merced,2011,Full,Active,Submitted,,205.6,8,140.82,197.1,Visitors,0,0,
32,35th District Agricultural Association,Fair,Merced,95341,Merced,Merced,2012,Full,Active,Submitted,,156.75,5,171.78,197.1,Visitors,0,0,
32,35th District Agricultural Association,Fair,Merced,95341,Merced,Merced,2013,Full,Active,Submitted,,149,6,136.07,197.1,Visitors,0,0,
33,36th District Agricultural Association,Fair,Dixon,95620,Solano,Dixon,2011,Full,Active,Submitted,1,106.67,12,48.71,391.5,Visitors,0,0,
33,36th District Agricultural Association,Fair,Dixon,95620,Solano,Dixon,2012,Full,Active,Submitted,1,10.89,8,7.46,391.5,Visitors,0,0,
33,36th District Agricultural Association,Fair,Dixon,95620,Solano,Dixon,2013,Full,Active,Submitted,1,87.99,10,48.21,391.5,Visitors,0,0,
34,37th District Agricultural Association,Fair,Santa Maria,93458,Santa Barbara,Santa Maria,2011,Full,Active,Submitted,,100.4,8,68.77,99.2,Visitors,0,0,
34,37th District Agricultural Association,Fair,Santa Maria,93458,Santa Barbara,Santa Maria,2012,Full,Active,Submitted,,110.83,8,75.91,99.2,Visitors,0,0,
34,37th District Agricultural Association,Fair,Santa Maria,93458,Santa Barbara,Santa Maria,2013,Full,Active,Submitted,1,138.97999999999999,7,108.79,99.2,Visitors,0,0,
35,38th District Agricultural Association,Fair,Turlock,95380,Stanislaus,Turlock,2011,Full,Active,Submitted,1,273,16,93.49,129.69999999999999,Visitors,0.01,0,
35,38th District Agricultural Association,Fair,Turlock,95380,Stanislaus,Turlock,2012,Full,Active,Submitted,1,215.82,14,84.47,129.69999999999999,Visitors,0,0,
35,38th District Agricultural Association,Fair,Turlock,95380,Stanislaus,Turlock,2013,Full,Active,Submitted,1,216.48,14,84.73,129.69999999999999,Visitors,0,0,
36,39th District Agricultural Association,Fair,Angels Camp,95222,Calaveras,Calaveras County Regional Agency,2011,Full,Active,Submitted,1,98.75,10,54.11,155.30000000000001,Visitors,0.01,0,
36,39th District Agricultural Association,Fair,Angels Camp,95222,Calaveras,Calaveras County Regional Agency,2012,Full,Active,Submitted,1,96,6,87.67,155.30000000000001,Visitors,0.01,0,
36,39th District Agricultural Association,Fair,Angels Camp,95222,Calaveras,Calaveras County Regional Agency,2013,Full,Active,Submitted,1,15.24,94,0.89,155.30000000000001,Visitors,0,0,
37,3rd District Agricultural Association,Fair,Chico,95928,Butte,Chico,2011,Full,Active,Submitted,,200.2,8,137.12,331.6,Visitors,0,0,
37,3rd District Agricultural Association,Fair,Chico,95928,Butte,Chico,2012,Full,Active,Submitted,,201.47,8,137.99,331.6,Visitors,0,0,
37,3rd District Agricultural Association,Fair,Chico,95928,Butte,Chico,2013,Full,Active,Submitted,,176.9,8,121.16,331.6,Visitors,0,0,
38,40th District Agricultural Association,Fair,Woodland,95776,Yolo,Woodland,2011,Full,Active,Submitted,1,184,12,84.02,155.69999999999999,Visitors,0.01,0,
38,40th District Agricultural Association,Fair,Woodland,95776,Yolo,Woodland,2012,Full,Active,Submitted,1,175,12,79.91,155.69999999999999,Visitors,0.01,0,
38,40th District Agricultural Association,Fair,Woodland,95776,Yolo,Woodland,2013,Full,Active,Submitted,1,138,12,63.01,155.69999999999999,Visitors,0.01,0,
39,41st District Agricultural Association,Fair,Crescent City,95531,Del Norte,Crescent City,2011,Full,Active,Submitted,1,25,2,68.489999999999995,632.70000000000005,Visitors,0,0,
39,41st District Agricultural Association,Fair,Crescent City,95531,Del Norte,Crescent City,2012,Full,Active,Submitted,,20,1,109.59,632.70000000000005,Visitors,0,0,
39,41st District Agricultural Association,Fair,Crescent City,95531,Del Norte,Crescent City,2013,Full,Active,Submitted,,20,1,109.59,632.70000000000005,Visitors,0,0,
43,46th District Agricultural Association,Fair,Perris,92571,Riverside,Perris,2011,Full,Active,Submitted,1,209.32,35,32.770000000000003,34.200000000000003,Visitors,0,0,
43,46th District Agricultural Association,Fair,Perris,92571,Riverside,Perris,2012,Full,Active,Submitted,1,66.150000000000006,14,25.89,34.200000000000003,Visitors,0,0,
43,46th District Agricultural Association,Fair,Perris,92571,Riverside,Perris,2013,Full,Active,Submitted,1,48.15,31,8.51,34.200000000000003,Visitors,0.01,0,
45,49th District Agricultural Association,Fair,Lakeport,95453,Lake,Lakeport,2011,Full,Active,Submitted,,38.799999999999997,2,106.3,75.8,Visitors,0,0,
45,49th District Agricultural Association,Fair,Lakeport,95453,Lake,Lakeport,2012,Full,Active,Submitted,,38.799999999999997,2,106.3,75.8,Visitors,0,0,
45,49th District Agricultural Association,Fair,Lakeport,95453,Lake,Lakeport,2013,Full,Active,Submitted,,38.799999999999997,2,106.3,75.8,Visitors,0,0,
46,4th District Agricultural Association,Fair,Petaluma,94952,Sonoma,Petaluma,2011,Full,Active,Submitted,1,40,5,43.84,85.9,Visitors,0,0,
46,4th District Agricultural Association,Fair,Petaluma,94952,Sonoma,Petaluma,2012,Full,Active,Submitted,,34.44,5,37.74,85.9,Visitors,0,0,
46,4th District Agricultural Association,Fair,Petaluma,94952,Sonoma,Petaluma,2013,Full,Active,Submitted,,47,4,64.38,85.9,Visitors,0,0,
47,50th District Agricultural Association,Fair,Lancaster,93536-8117,Los Angeles,Lancaster,2011,Full,Active,Submitted,1,169,46,20.13,100.9,Visitors,0,0,
47,50th District Agricultural Association,Fair,Lancaster,93536-8117,Los Angeles,Lancaster,2012,Full,Active,Submitted,1,0,1,0,100.9,Visitors,0,0,
47,50th District Agricultural Association,Fair,Lancaster,93536-8117,Los Angeles,Lancaster,2013,Full,Active,Submitted,1,0,1,0,100.9,Visitors,0,0,
51,54th District Agricultural Association,Fair,Blythe,92225,Riverside,Blythe,2011,Full,Active,Submitted,,35,2,95.89,109,Visitors,0,0,
51,54th District Agricultural Association,Fair,Blythe,92225,Riverside,Blythe,2012,Full,Active,Submitted,,36,5,39.450000000000003,109,Visitors,0,0,
51,54th District Agricultural Association,Fair,Blythe,92225,Riverside,Blythe,2013,Full,Active,Submitted,,36,5,39.450000000000003,109,Visitors,0,0,
52,7th District Agricultural Association,Fair,Monterey,93940,Monterey,Monterey,2011,Full,Active,Submitted,,249.82,36,38.020000000000003,49.2,Visitors,0,0,
52,7th District Agricultural Association,Fair,Monterey,93940,Monterey,Monterey,2012,Full,Active,Submitted,,206.38,34,33.26,49.2,Visitors,0,0,
52,7th District Agricultural Association,Fair,Monterey,93940,Monterey,Monterey,2013,Full,Active,Submitted,,209.54,34,33.770000000000003,49.2,Visitors,0,0,
53,9th District Agricultural Association,Fair,Eureka,95503,Humboldt,Eureka,2012,Full,Active,Submitted,1,82.5,6,75.34,838.7,Visitors,0,0,
53,9th District Agricultural Association,Fair,Eureka,95503,Humboldt,Eureka,2013,Full,Active,Submitted,1,58.78,4,80.52,838.7,Visitors,0,0,
57,Allan Hancock Joint Community College District,Community College,Santa Maria,93454-6399,Santa Barbara,Santa Maria,2011,Full,Active,Submitted,1,307.89999999999998,619,2.73,3.1,Students,0.05,0.2,
58,American River College,Community College,Sacramento,95841,Sacramento,Sacramento-Unincorporated,2011,Full,Active,Submitted,3,314.85000000000002,1538,1.12,2.2,Students,0.05,0.1,
59,Antelope Valley Community College,Community College,Lancaster,93536,Los Angeles,Lancaster,2011,Full,Active,Submitted,1,101.51,1042,0.53,1.8,Students,0.04,0.1,
61,Atascadero State Hospital,General State Agency,Atascadero,93423,San Luis Obispo,Atascadero,2011,Full,Active,Submitted,1,603.67999999999995,2014,1.64,2.8,Patients,3.06,3.8,
61,Atascadero State Hospital,General State Agency,Atascadero,93423,San Luis Obispo,Atascadero,2012,Full,Active,Submitted,1,714.62,2018,1.94,2.8,Patients,3.63,3.8,
61,Atascadero State Hospital,General State Agency,Atascadero,93423,San Luis Obispo,Atascadero,2013,Full,Active,Submitted,1,646.08000000000004,1931,1.83,2.8,Patients,3.68,3.8,
61,Atascadero State Hospital,General State Agency,Atascadero,93423,San Luis Obispo,Atascadero,2014,Full,Active,Submitted,1,589.86,1939,1.67,2.8,Patients,3.36,3.8,
63,Avenal State Prison,Correctional,Avenal,93204,Kings,Avenal,2011,Full,Active,Submitted,,2616,1583,9.06,15.3,Inmates,2.8,3.1,
63,Avenal State Prison,Correctional,Avenal,93204,Kings,Avenal,2012,Full,Active,Submitted,,2757,1419,10.65,15.3,Inmates,3.23,3.1,
63,Avenal State Prison,Correctional,Avenal,93204,Kings,Avenal,2013,Full,Active,Submitted,,2331.34,1308,9.77,15.3,Inmates,3.19,3.1,
63,Avenal State Prison,Correctional,Avenal,93204,Kings,Avenal,2014,Full,Active,Submitted,,2271.46,1271,9.789999999999999,15.3,Inmates,3.16,3.1,
64,Bakersfield College,Community College,Bakersfield,93305,Kern,Bakersfield,2011,Full,Active,Submitted,2,201.6,766,1.44,5.4,Students,0.04,0.2,
65,Barstow Community College,Community College,Barstow,92311,San Bernardino,Barstow,2011,Full,Active,Submitted,2,7.8,300,0.14,5.8,Students,0.01,0.1,
66,Berkeley City College,Community College,Berkeley,94704,Alameda,Berkeley,2011,Full,Active,Submitted,,87.8,94,5.12,10.7,Students,0.06,0.2,
90,Butte College,Community College,Oroville,95965-8399,Butte,Oroville,2011,Full,Active,Submitted,3,228.6,1864,0.67,2.9,Students,0.05,0.3,
91,Cabrillo College,Community College,Aptos,95003,Santa Cruz,Santa Cruz-Unincorporated,2011,Full,Active,Submitted,,174.51,885,1.08,1,Students,0.06,0.1,
105,California Correctional Center,Correctional,Susanville,96130,Lassen,Susanville,2011,Full,Active,Submitted,18,820.74,1002,4.49,9.5,Inmates,0.83,1.6,
105,California Correctional Center,Correctional,Susanville,96130,Lassen,Susanville,2012,Full,Active,Submitted,18,748.95,1119,3.67,9.5,Inmates,1.03,1.6,
105,California Correctional Center,Correctional,Susanville,96130,Lassen,Susanville,2013,Full,Active,Submitted,18,19.88,1023,0.11,9.5,Inmates,0,1.6,
105,California Correctional Center,Correctional,Susanville,96130,Lassen,Susanville,2014,Full,Active,Submitted,18,1149.18,1233,5.11,9.5,Inmates,1.17,1.6,
106,California Correctional Institution,Correctional,Tehachapi,93581,Kern,Tehachapi,2011,Full,Active,Submitted,1,1595.17,1962,4.45,6.8,Inmates,1.47,2.1,
106,California Correctional Institution,Correctional,Tehachapi,93581,Kern,Tehachapi,2012,Full,Active,Submitted,1,1515.29,1733,4.79,6.8,Inmates,1.81,2.1,
106,California Correctional Institution,Correctional,Tehachapi,93581,Kern,Tehachapi,2013,Full,Active,Submitted,1,2641.51,1673,8.65,6.8,Inmates,3.3,2.1,
106,California Correctional Institution,Correctional,Tehachapi,93581,Kern,Tehachapi,2014,Full,Active,Submitted,1,2661.69,1615,9.029999999999999,6.8,Inmates,3.31,2.1,
120,California Department of Transportation,General State Agency,Sacramento,95814,Sacramento,Sacramento,2011,Full,Active,Submitted,17,599.5,3816,0.86,1.1,Visitors,0.18,0,
120,California Department of Transportation,Caltrans,Sacramento,95814,Sacramento,Sacramento,2011,Full,Active,Submitted,17,599.5,3816,0.86,1.1,Visitors,0.18,0,
120,California Department of Transportation,General State Agency,Sacramento,95814,Sacramento,Sacramento,2012,Full,Active,Submitted,17,468.17,4293,0.6,1.1,Visitors,0.11,0,
120,California Department of Transportation,Caltrans,Sacramento,95814,Sacramento,Sacramento,2012,Full,Active,Submitted,17,468.17,4293,0.6,1.1,Visitors,0.11,0,
120,California Department of Transportation,General State Agency,Sacramento,95814,Sacramento,Sacramento,2013,Full,Active,Submitted,17,412,4308,0.52,1.1,Visitors,0.1,0,
120,California Department of Transportation,Caltrans,Sacramento,95814,Sacramento,Sacramento,2013,Full,Active,Submitted,17,412,4308,0.52,1.1,Visitors,0.1,0,
120,California Department of Transportation,General State Agency,Sacramento,95814,Sacramento,Sacramento,2014,Full,Active,Submitted,16,640,4280,0.82,1.1,Visitors,0.15,0,
120,California Department of Transportation,Caltrans,Sacramento,95814,Sacramento,Sacramento,2014,Full,Active,Submitted,16,640,4280,0.82,1.1,Visitors,0.15,0,
121,"California Department of Transportation,  District 1",Caltrans,Eureka,95501,Humboldt,Eureka,2011,Full,Active,Submitted,42,742,586,6.94,97.7,Visitors,0,0,
121,"California Department of Transportation,  District 1",Caltrans,Eureka,95501,Humboldt,Eureka,2012,Full,Active,Submitted,42,811.2,2084,2.13,97.7,Visitors,0,0,
121,"California Department of Transportation,  District 1",Caltrans,Eureka,95501,Humboldt,Eureka,2013,Full,Active,Submitted,40,3076.64,664,25.39,97.7,Visitors,0.02,0,
121,"California Department of Transportation,  District 1",Caltrans,Eureka,95501,Humboldt,Eureka,2014,Full,Active,Submitted,40,3076.64,872,19.329999999999998,97.7,Visitors,0.02,0,
122,"California Department of Transportation,  District 10",Caltrans,Stockton,95205,San Joaquin,Stockton,2011,Full,Active,Submitted,40,591.61,2064,1.57,140.5,Visitors,0,0,
122,"California Department of Transportation,  District 10",Caltrans,Stockton,95205,San Joaquin,Stockton,2012,Full,Active,Submitted,42,651.85,1567,2.28,140.5,Visitors,0,0,
122,"California Department of Transportation,  District 10",Caltrans,Stockton,95205,San Joaquin,Stockton,2013,Full,Active,Submitted,41,1811.9,1313,7.56,140.5,Visitors,0,0,
122,"California Department of Transportation,  District 10",Caltrans,Stockton,95205,San Joaquin,Stockton,2014,Full,Active,Submitted,41,376,950,2.17,140.5,Visitors,0,0,
123,"California Department of Transportation,  District 11",Caltrans,San Diego,92110,San Diego,San Diego,2011,Full,Active,Submitted,24,124227,1278,532.63,673.3,Visitors,68.069999999999993,12211.2,
123,"California Department of Transportation,  District 11",Caltrans,San Diego,92110,San Diego,San Diego,2012,Full,Active,Submitted,23,125358.7,1261,544.72,673.3,Visitors,68.69,12211.2,
123,"California Department of Transportation,  District 11",Caltrans,San Diego,92110,San Diego,San Diego,2013,Full,Active,Submitted,23,7321.03,1323,30.32,673.3,Visitors,4.01,12211.2,
123,"California Department of Transportation,  District 11",Caltrans,San Diego,92110,San Diego,San Diego,2014,Full,Active,Submitted,25,26166.48,1380,103.9,673.3,Visitors,0.05,12211.2,
124,"California Department of Transportation,  District 12",Caltrans,Irvine,92612,Orange,Irvine,2011,Full,Active,Submitted,19,13901,937,81.290000000000006,74.8,Visitors,8.550000000000001,148.30000000000001,
124,"California Department of Transportation,  District 12",Caltrans,Irvine,92612,Orange,Irvine,2012,Full,Active,Submitted,20,34220,1782,105.22,74.8,Visitors,24.86,148.30000000000001,
124,"California Department of Transportation,  District 12",Caltrans,Irvine,92612,Orange,Irvine,2013,Full,Active,Submitted,19,1889.54,897,11.54,74.8,Visitors,1.59,148.30000000000001,
124,"California Department of Transportation,  District 12",Caltrans,Irvine,92612,Orange,Irvine,2014,Full,Active,Submitted,19,5873,764,42.12,74.8,Visitors,4.74,148.30000000000001,
125,"California Department of Transportation,  District 2",Caltrans,Redding,96001,Shasta,Redding,2011,Full,Active,Submitted,42,1789.11,683,14.35,710.5,Visitors,0,0,
125,"California Department of Transportation,  District 2",Caltrans,Redding,96001,Shasta,Redding,2012,Full,Active,Submitted,42,1712.38,589,15.93,710.5,Visitors,0,0,
125,"California Department of Transportation,  District 2",Caltrans,Redding,96001,Shasta,Redding,2013,Full,Active,Submitted,42,4303.18,816,28.9,710.5,Visitors,0,0,
125,"California Department of Transportation,  District 2",Caltrans,Redding,96001,Shasta,Redding,2014,Full,Active,Submitted,41,1236.1199999999999,672,10.08,710.5,Visitors,0,0,
126,"California Department of Transportation,  District 3",Caltrans,Marysville,95901,Yuba,Marysville,2011,Full,Active,Submitted,42,31384,1317,130.57,149.5,Visitors,0.03,0,
126,"California Department of Transportation,  District 3",Caltrans,Marysville,95901,Yuba,Marysville,2012,Full,Active,Submitted,43,12444.77,1558,43.77,149.5,Visitors,0.02,0,
126,"California Department of Transportation,  District 3",Caltrans,Marysville,95901,Yuba,Marysville,2013,Full,Active,Submitted,40,20235.080000000002,1553,71.400000000000006,149.5,Visitors,0.02,0,
126,"California Department of Transportation,  District 3",Caltrans,Marysville,95901,Yuba,Marysville,2014,Full,Active,Submitted,54,20398.48,1293,86.44,149.5,Visitors,0.03,0,
127,"California Department of Transportation,  District 5",Caltrans,San Luis Obispo,93401,San Luis Obispo,San Luis Obispo,2011,Full,Active,Submitted,16,1856,670,15.18,67.2,Visitors,0.1,8.199999999999999,
